Consumption_A,Consumption_B,Consumption_C,Production_A,Production_B,Production_C,is_weekend,Date,Time
144.0,170.0,65.0,0.0,0.0,0,0,2021-08-24,4
225.0,162.0,122.0,0.0,0.0,0,0,2021-08-24,5
153.0,164.0,104.0,3.0,2.0,0,0,2021-08-24,6
275.0,337.0,211.0,185.0,148.0,0,0,2021-08-24,7
255.0,235.0,168.0,467.0,373.0,0,0,2021-08-24,8
555.0,417.0,139.0,1087.0,869.0,0,0,2021-08-24,9
942.0,292.0,133.0,2156.0,1724.0,0,0,2021-08-24,10
408.0,277.0,118.0,1097.0,877.0,0,0,2021-08-24,11
615.0,328.0,188.0,1148.0,918.0,0,0,2021-08-24,12
771.0,865.0,507.0,1017.0,813.0,0,0,2021-08-24,13
253.0,361.0,112.0,1793.0,1434.0,0,0,2021-08-24,14
333.0,393.0,157.0,1037.0,829.0,0,0,2021-08-24,15
343.0,372.0,245.0,1609.0,1287.0,0,0,2021-08-24,16
423.0,273.0,150.0,1562.0,1249.0,0,0,2021-08-24,17
475.0,277.0,146.0,1332.0,1065.0,0,0,2021-08-24,18
211.0,261.0,140.0,287.0,229.0,0,0,2021-08-24,19
282.0,316.0,177.0,0.0,0.0,0,0,2021-08-24,20
276.0,251.0,184.0,0.0,0.0,0,0,2021-08-24,21
252.0,287.0,199.0,0.0,0.0,0,0,2021-08-24,22
216.0,363.0,214.0,0.0,0.0,0,0,2021-08-24,23
140.0,237.0,87.0,0.0,0.0,0,0,2021-08-25,0
153.0,155.0,74.0,0.0,0.0,0,0,2021-08-25,1
149.0,135.0,73.0,0.0,0.0,0,0,2021-08-25,2
164.0,163.0,103.0,0.0,0.0,0,0,2021-08-25,3
192.0,172.0,78.0,0.0,0.0,0,0,2021-08-25,4
164.0,148.0,82.0,0.0,0.0,0,0,2021-08-25,5
186.0,170.0,85.0,2.0,1.0,0,0,2021-08-25,6
268.0,468.0,75.0,165.0,132.0,0,0,2021-08-25,7
323.0,253.0,122.0,848.0,678.0,0,0,2021-08-25,8
366.0,257.0,134.0,2258.0,1806.0,0,0,2021-08-25,9
309.0,304.0,130.0,3622.0,2897.0,0,0,2021-08-25,10
325.0,274.0,278.0,4757.0,3805.0,0,0,2021-08-25,11
335.0,274.0,358.0,4084.0,3267.0,0,0,2021-08-25,12
1002.0,690.0,477.0,4974.0,3979.0,0,0,2021-08-25,13
372.0,313.0,173.0,4881.0,3904.0,0,0,2021-08-25,14
349.0,235.0,128.0,4198.0,3358.0,0,0,2021-08-25,15
389.0,271.0,145.0,4148.0,3318.0,0,0,2021-08-25,16
258.0,291.0,172.0,2798.0,2238.0,0,0,2021-08-25,17
345.0,213.0,175.0,1355.0,1084.0,0,0,2021-08-25,18
233.0,245.0,104.0,266.0,212.0,0,0,2021-08-25,19
282.0,338.0,107.0,0.0,0.0,0,0,2021-08-25,20
297.0,372.0,191.0,0.0,0.0,0,0,2021-08-25,21
378.0,579.0,194.0,0.0,0.0,0,0,2021-08-25,22
285.0,357.0,181.0,0.0,0.0,0,0,2021-08-25,23
146.0,208.0,99.0,0.0,0.0,0,0,2021-08-26,0
141.0,144.0,80.0,0.0,0.0,0,0,2021-08-26,1
166.0,145.0,73.0,0.0,0.0,0,0,2021-08-26,2
206.0,151.0,90.0,0.0,0.0,0,0,2021-08-26,3
133.0,144.0,62.0,0.0,0.0,0,0,2021-08-26,4
159.0,225.0,87.0,0.0,0.0,0,0,2021-08-26,5
215.0,153.0,132.0,0.0,0.0,0,0,2021-08-26,6
326.0,275.0,150.0,64.0,51.0,0,0,2021-08-26,7
335.0,255.0,146.0,220.0,176.0,0,0,2021-08-26,8
311.0,555.0,200.0,311.0,248.0,0,0,2021-08-26,9
424.0,942.0,181.0,985.0,788.0,0,0,2021-08-26,10
316.0,408.0,159.0,771.0,616.0,0,0,2021-08-26,11
228.0,615.0,270.0,1841.0,1472.0,0,0,2021-08-26,12
406.0,771.0,219.0,4102.0,3281.0,0,0,2021-08-26,13
276.0,253.0,173.0,2516.0,2012.0,0,0,2021-08-26,14
1355.0,333.0,164.0,1645.0,1316.0,0,0,2021-08-26,15
249.0,343.0,318.0,1901.0,1520.0,0,0,2021-08-26,16
411.0,423.0,484.0,1323.0,1058.0,0,0,2021-08-26,17
312.0,475.0,351.0,993.0,794.0,0,0,2021-08-26,18
320.0,211.0,145.0,327.0,261.0,0,0,2021-08-26,19
438.0,282.0,146.0,0.0,0.0,0,0,2021-08-26,20
382.0,276.0,123.0,0.0,0.0,0,0,2021-08-26,21
413.0,252.0,149.0,0.0,0.0,0,0,2021-08-26,22
285.0,216.0,156.0,0.0,0.0,0,0,2021-08-26,23
177.0,235.0,119.0,0.0,0.0,0,0,2021-08-27,0
147.0,171.0,84.0,0.0,0.0,0,0,2021-08-27,1
169.0,193.0,73.0,0.0,0.0,0,0,2021-08-27,2
168.0,137.0,82.0,0.0,0.0,0,0,2021-08-27,3
138.0,129.0,70.0,0.0,0.0,0,0,2021-08-27,4
156.0,179.0,89.0,0.0,0.0,0,0,2021-08-27,5
218.0,256.0,82.0,0.0,0.0,0,0,2021-08-27,6
176.0,236.0,78.0,169.0,135.0,0,0,2021-08-27,7
310.0,293.0,152.0,956.0,764.0,0,0,2021-08-27,8
357.0,343.0,173.0,1905.0,1524.0,0,0,2021-08-27,9
251.0,333.0,455.0,2499.0,1999.0,0,0,2021-08-27,10
318.0,282.0,412.0,4056.0,3244.0,0,0,2021-08-27,11
282.0,300.0,173.0,2925.0,2340.0,0,0,2021-08-27,12
316.0,972.0,674.0,2701.0,2160.0,0,0,2021-08-27,13
268.0,898.0,195.0,4034.0,3227.0,0,0,2021-08-27,14
238.0,902.0,199.0,2764.0,2211.0,0,0,2021-08-27,15
550.0,306.0,154.0,3659.0,2927.0,0,0,2021-08-27,16
731.0,308.0,148.0,2778.0,2222.0,0,0,2021-08-27,17
253.0,341.0,146.0,826.0,660.0,0,0,2021-08-27,18
230.0,283.0,147.0,68.0,54.0,0,0,2021-08-27,19
394.0,346.0,199.0,0.0,0.0,0,0,2021-08-27,20
363.0,314.0,214.0,0.0,0.0,0,0,2021-08-27,21
319.0,237.0,194.0,0.0,0.0,0,0,2021-08-27,22
346.0,375.0,173.0,0.0,0.0,0,0,2021-08-27,23
208.0,179.0,89.0,0.0,0.0,0,1,2021-08-28,0
157.0,144.0,72.0,0.0,0.0,0,1,2021-08-28,1
166.0,160.0,80.0,0.0,0.0,0,1,2021-08-28,2
149.0,155.0,77.0,0.0,0.0,0,1,2021-08-28,3
131.0,128.0,64.0,0.0,0.0,0,1,2021-08-28,4
157.0,169.0,84.0,0.0,0.0,0,1,2021-08-28,5
216.0,177.0,88.0,0.0,0.0,0,1,2021-08-28,6
133.0,137.0,68.0,95.0,76.0,0,1,2021-08-28,7
142.0,131.0,65.0,621.0,496.0,0,1,2021-08-28,8
291.0,131.0,65.0,912.0,729.0,0,1,2021-08-28,9
639.0,332.0,166.0,1001.0,800.0,0,1,2021-08-28,10
678.0,490.0,245.0,898.0,718.0,0,1,2021-08-28,11
366.0,383.0,191.0,2487.0,1989.0,0,1,2021-08-28,12
231.0,429.0,214.0,3624.0,2899.0,0,1,2021-08-28,13
732.0,668.0,334.0,2794.0,2235.0,0,1,2021-08-28,14
356.0,570.0,285.0,2226.0,1780.0,0,1,2021-08-28,15
395.0,493.0,246.0,1548.0,1238.0,0,1,2021-08-28,16
258.0,330.0,165.0,656.0,524.0,0,1,2021-08-28,17
425.0,266.0,133.0,974.0,779.0,0,1,2021-08-28,18
249.0,383.0,191.0,221.0,176.0,0,1,2021-08-28,19
373.0,386.0,193.0,0.0,0.0,0,1,2021-08-28,20
324.0,336.0,168.0,0.0,0.0,0,1,2021-08-28,21
288.0,315.0,157.0,0.0,0.0,0,1,2021-08-28,22
287.0,364.0,182.0,0.0,0.0,0,1,2021-08-28,23
179.0,142.0,71.0,0.0,0.0,0,1,2021-08-29,0
144.0,149.0,74.0,0.0,0.0,0,1,2021-08-29,1
160.0,142.0,71.0,0.0,0.0,0,1,2021-08-29,2
155.0,179.0,89.0,0.0,0.0,0,1,2021-08-29,3
128.0,159.0,79.0,0.0,0.0,0,1,2021-08-29,4
169.0,182.0,91.0,0.0,0.0,0,1,2021-08-29,5
177.0,172.0,86.0,0.0,0.0,0,1,2021-08-29,6
137.0,145.0,72.0,15.0,12.0,0,1,2021-08-29,7
131.0,208.0,104.0,58.0,46.0,0,1,2021-08-29,8
131.0,175.0,87.0,241.0,192.0,0,1,2021-08-29,9
332.0,235.0,117.0,875.0,700.0,0,1,2021-08-29,10
490.0,175.0,87.0,452.0,361.0,0,1,2021-08-29,11
383.0,167.0,83.0,298.0,238.0,0,1,2021-08-29,12
429.0,197.0,98.0,765.0,612.0,0,1,2021-08-29,13
668.0,262.0,131.0,1352.0,1081.0,0,1,2021-08-29,14
570.0,225.0,112.0,891.0,712.0,0,1,2021-08-29,15
493.0,205.0,102.0,874.0,699.0,0,1,2021-08-29,16
330.0,178.0,89.0,469.0,375.0,0,1,2021-08-29,17
266.0,202.0,101.0,163.0,130.0,0,1,2021-08-29,18
383.0,307.0,153.0,0.0,0.0,0,1,2021-08-29,19
386.0,278.0,139.0,0.0,0.0,0,1,2021-08-29,20
336.0,328.0,164.0,0.0,0.0,0,1,2021-08-29,21
315.0,325.0,162.0,0.0,0.0,0,1,2021-08-29,22
364.0,217.0,108.0,0.0,0.0,0,1,2021-08-29,23
139.0,309.0,70.0,0.0,0.0,0,0,2021-08-30,0
179.0,171.0,73.0,0.0,0.0,0,0,2021-08-30,1
141.0,152.0,83.0,0.0,0.0,0,0,2021-08-30,2
132.0,137.0,71.0,0.0,0.0,0,0,2021-08-30,3
131.0,167.0,70.0,0.0,0.0,0,0,2021-08-30,4
244.0,187.0,82.0,0.0,0.0,0,0,2021-08-30,5
209.0,219.0,112.0,0.0,0.0,0,0,2021-08-30,6
423.0,291.0,168.0,96.0,76.0,0,0,2021-08-30,7
336.0,308.0,150.0,820.0,656.0,0,0,2021-08-30,8
278.0,447.0,126.0,748.0,598.0,0,0,2021-08-30,9
266.0,407.0,172.0,1144.0,915.0,0,0,2021-08-30,10
236.0,238.0,138.0,492.0,393.0,0,0,2021-08-30,11
376.0,358.0,132.0,1078.0,862.0,0,0,2021-08-30,12
1015.0,1197.0,404.0,1003.0,802.0,0,0,2021-08-30,13
224.0,283.0,141.0,836.0,668.0,0,0,2021-08-30,14
315.0,358.0,154.0,954.0,763.0,0,0,2021-08-30,15
491.0,344.0,215.0,1193.0,954.0,0,0,2021-08-30,16
301.0,271.0,98.0,815.0,652.0,0,0,2021-08-30,17
293.0,247.0,120.0,246.0,196.0,0,0,2021-08-30,18
281.0,216.0,139.0,46.0,36.0,0,0,2021-08-30,19
355.0,253.0,220.0,0.0,0.0,0,0,2021-08-30,20
369.0,320.0,230.0,0.0,0.0,0,0,2021-08-30,21
398.0,338.0,177.0,0.0,0.0,0,0,2021-08-30,22
428.0,270.0,154.0,0.0,0.0,0,0,2021-08-30,23
237.0,154.0,73.0,0.0,0.0,0,0,2021-08-31,0
155.0,154.0,70.0,0.0,0.0,0,0,2021-08-31,1
135.0,169.0,83.0,0.0,0.0,0,0,2021-08-31,2
163.0,143.0,103.0,0.0,0.0,0,0,2021-08-31,3
172.0,130.0,66.0,0.0,0.0,0,0,2021-08-31,4
148.0,147.0,79.0,0.0,0.0,0,0,2021-08-31,5
170.0,278.0,107.0,0.0,0.0,0,0,2021-08-31,6
468.0,404.0,163.0,25.0,20.0,0,0,2021-08-31,7
253.0,306.0,167.0,428.0,342.0,0,0,2021-08-31,8
257.0,399.0,155.0,768.0,614.0,0,0,2021-08-31,9
304.0,366.0,212.0,1176.0,940.0,0,0,2021-08-31,10
274.0,284.0,158.0,1404.0,1123.0,0,0,2021-08-31,11
274.0,345.0,114.0,2201.0,1760.0,0,0,2021-08-31,12
690.0,717.0,203.0,2312.0,1849.0,0,0,2021-08-31,13
313.0,360.0,138.0,1524.0,1219.0,0,0,2021-08-31,14
235.0,294.0,677.0,1373.0,1098.0,0,0,2021-08-31,15
271.0,320.0,124.0,1448.0,1158.0,0,0,2021-08-31,16
291.0,263.0,205.0,1861.0,1488.0,0,0,2021-08-31,17
213.0,285.0,156.0,895.0,716.0,0,0,2021-08-31,18
245.0,244.0,160.0,215.0,172.0,0,0,2021-08-31,19
338.0,364.0,219.0,0.0,0.0,0,0,2021-08-31,20
372.0,499.0,191.0,0.0,0.0,0,0,2021-08-31,21
579.0,414.0,206.0,0.0,0.0,0,0,2021-08-31,22
357.0,218.0,142.0,0.0,0.0,0,0,2021-08-31,23
153.0,207.0,98.0,0.0,0.0,0,0,2021-09-01,0
140.0,153.0,84.0,0.0,0.0,0,0,2021-09-01,1
142.0,143.0,84.0,0.0,0.0,0,0,2021-09-01,2
183.0,148.0,71.0,0.0,0.0,0,0,2021-09-01,3
139.0,156.0,67.0,0.0,0.0,0,0,2021-09-01,4
155.0,179.0,88.0,0.0,0.0,0,0,2021-09-01,5
295.0,306.0,80.0,0.0,0.0,0,0,2021-09-01,6
289.0,362.0,126.0,72.0,57.0,0,0,2021-09-01,7
260.0,417.0,101.0,371.0,296.0,0,0,2021-09-01,8
336.0,249.0,136.0,925.0,740.0,0,0,2021-09-01,9
330.0,221.0,103.0,1917.0,1533.0,0,0,2021-09-01,10
916.0,198.0,113.0,4810.0,3848.0,0,0,2021-09-01,11
850.0,201.0,378.0,3592.0,2873.0,0,0,2021-09-01,12
719.0,205.0,204.0,3653.0,2922.0,0,0,2021-09-01,13
327.0,177.0,164.0,3222.0,2577.0,0,0,2021-09-01,14
283.0,751.0,298.0,3716.0,2972.0,0,0,2021-09-01,15
427.0,296.0,374.0,2875.0,2300.0,0,0,2021-09-01,16
493.0,262.0,138.0,1893.0,1514.0,0,0,2021-09-01,17
246.0,282.0,152.0,623.0,498.0,0,0,2021-09-01,18
190.0,377.0,136.0,141.0,112.0,0,0,2021-09-01,19
316.0,374.0,138.0,0.0,0.0,0,0,2021-09-01,20
383.0,376.0,119.0,0.0,0.0,0,0,2021-09-01,21
374.0,427.0,163.0,0.0,0.0,0,0,2021-09-01,22
355.0,296.0,153.0,0.0,0.0,0,0,2021-09-01,23
156.0,140.0,103.0,0.0,0.0,0,0,2021-09-02,0
143.0,146.0,76.0,0.0,0.0,0,0,2021-09-02,1
141.0,146.0,71.0,0.0,0.0,0,0,2021-09-02,2
177.0,153.0,74.0,0.0,0.0,0,0,2021-09-02,3
161.0,133.0,78.0,0.0,0.0,0,0,2021-09-02,4
176.0,174.0,89.0,0.0,0.0,0,0,2021-09-02,5
212.0,161.0,153.0,0.0,0.0,0,0,2021-09-02,6
250.0,136.0,181.0,147.0,117.0,0,0,2021-09-02,7
611.0,188.0,208.0,931.0,744.0,0,0,2021-09-02,8
382.0,187.0,124.0,2271.0,1816.0,0,0,2021-09-02,9
314.0,354.0,110.0,3617.0,2893.0,0,0,2021-09-02,10
1228.0,322.0,99.0,4793.0,3834.0,0,0,2021-09-02,11
420.0,279.0,100.0,5236.0,4188.0,0,0,2021-09-02,12
979.0,236.0,102.0,5425.0,4340.0,0,0,2021-09-02,13
514.0,307.0,88.0,5236.0,4188.0,0,0,2021-09-02,14
694.0,686.0,375.0,4955.0,3964.0,0,0,2021-09-02,15
356.0,529.0,148.0,4099.0,3279.0,0,0,2021-09-02,16
345.0,285.0,131.0,2784.0,2227.0,0,0,2021-09-02,17
249.0,217.0,141.0,1206.0,964.0,0,0,2021-09-02,18
308.0,340.0,188.0,153.0,122.0,0,0,2021-09-02,19
388.0,354.0,187.0,0.0,0.0,0,0,2021-09-02,20
474.0,454.0,188.0,0.0,0.0,0,0,2021-09-02,21
551.0,273.0,213.0,0.0,0.0,0,0,2021-09-02,22
403.0,176.0,148.0,0.0,0.0,0,0,2021-09-02,23
245.0,215.0,94.0,0.0,0.0,0,0,2021-09-03,0
148.0,134.0,62.0,0.0,0.0,0,0,2021-09-03,1
138.0,142.0,75.0,0.0,0.0,0,0,2021-09-03,2
180.0,130.0,79.0,0.0,0.0,0,0,2021-09-03,3
135.0,126.0,103.0,0.0,0.0,0,0,2021-09-03,4
161.0,189.0,73.0,0.0,0.0,0,0,2021-09-03,5
200.0,170.0,91.0,0.0,0.0,0,0,2021-09-03,6
213.0,133.0,178.0,99.0,79.0,0,0,2021-09-03,7
290.0,154.0,181.0,781.0,624.0,0,0,2021-09-03,8
351.0,188.0,165.0,2266.0,1812.0,0,0,2021-09-03,9
296.0,203.0,104.0,3299.0,2639.0,0,0,2021-09-03,10
490.0,251.0,148.0,4706.0,3764.0,0,0,2021-09-03,11
415.0,231.0,122.0,5165.0,4132.0,0,0,2021-09-03,12
1285.0,230.0,284.0,5494.0,4395.0,0,0,2021-09-03,13
392.0,242.0,135.0,5181.0,4144.0,0,0,2021-09-03,14
346.0,222.0,142.0,4996.0,3996.0,0,0,2021-09-03,15
320.0,221.0,130.0,4089.0,3271.0,0,0,2021-09-03,16
262.0,163.0,63.0,2761.0,2208.0,0,0,2021-09-03,17
365.0,147.0,75.0,1200.0,960.0,0,0,2021-09-03,18
308.0,148.0,140.0,139.0,111.0,0,0,2021-09-03,19
449.0,197.0,156.0,0.0,0.0,0,0,2021-09-03,20
415.0,176.0,131.0,0.0,0.0,0,0,2021-09-03,21
448.0,186.0,101.0,0.0,0.0,0,0,2021-09-03,22
345.0,159.0,96.0,0.0,0.0,0,0,2021-09-03,23
152.0,232.0,67.0,0.0,0.0,0,1,2021-09-04,0
153.0,154.0,87.0,0.0,0.0,0,1,2021-09-04,1
142.0,145.0,77.0,0.0,0.0,0,1,2021-09-04,2
149.0,209.0,78.0,0.0,0.0,0,1,2021-09-04,3
131.0,128.0,65.0,0.0,0.0,0,1,2021-09-04,4
151.0,157.0,83.0,0.0,0.0,0,1,2021-09-04,5
176.0,161.0,107.0,0.0,0.0,0,1,2021-09-04,6
183.0,163.0,109.0,100.0,80.0,0,1,2021-09-04,7
339.0,146.0,120.0,778.0,622.0,0,1,2021-09-04,8
407.0,354.0,154.0,2248.0,1798.0,0,1,2021-09-04,9
434.0,386.0,203.0,3581.0,2864.0,0,1,2021-09-04,10
361.0,969.0,557.0,4686.0,3748.0,0,1,2021-09-04,11
654.0,1357.0,252.0,5289.0,4231.0,0,1,2021-09-04,12
808.0,1143.0,446.0,5279.0,4223.0,0,1,2021-09-04,13
982.0,1236.0,135.0,5388.0,4310.0,0,1,2021-09-04,14
737.0,539.0,798.0,4874.0,3899.0,0,1,2021-09-04,15
242.0,1379.0,204.0,4034.0,3227.0,0,1,2021-09-04,16
256.0,1705.0,192.0,2692.0,2153.0,0,1,2021-09-04,17
188.0,566.0,131.0,1162.0,929.0,0,1,2021-09-04,18
199.0,316.0,112.0,131.0,104.0,0,1,2021-09-04,19
164.0,401.0,149.0,0.0,0.0,0,1,2021-09-04,20
153.0,443.0,153.0,0.0,0.0,0,1,2021-09-04,21
163.0,393.0,188.0,0.0,0.0,0,1,2021-09-04,22
166.0,392.0,133.0,0.0,0.0,0,1,2021-09-04,23
220.0,152.0,110.0,0.0,0.0,0,1,2021-09-05,0
144.0,153.0,72.0,0.0,0.0,0,1,2021-09-05,1
147.0,142.0,73.0,0.0,0.0,0,1,2021-09-05,2
134.0,149.0,67.0,0.0,0.0,0,1,2021-09-05,3
132.0,131.0,66.0,0.0,0.0,0,1,2021-09-05,4
156.0,151.0,78.0,0.0,0.0,0,1,2021-09-05,5
177.0,176.0,88.0,0.0,0.0,0,1,2021-09-05,6
141.0,183.0,70.0,105.0,84.0,0,1,2021-09-05,7
229.0,339.0,114.0,762.0,609.0,0,1,2021-09-05,8
209.0,407.0,104.0,2171.0,1736.0,0,1,2021-09-05,9
292.0,434.0,146.0,3486.0,2788.0,0,1,2021-09-05,10
261.0,361.0,130.0,4636.0,3708.0,0,1,2021-09-05,11
681.0,654.0,340.0,5196.0,4156.0,0,1,2021-09-05,12
824.0,808.0,412.0,5285.0,4228.0,0,1,2021-09-05,13
256.0,982.0,128.0,4875.0,3900.0,0,1,2021-09-05,14
303.0,737.0,151.0,4313.0,3450.0,0,1,2021-09-05,15
238.0,242.0,119.0,3873.0,3098.0,0,1,2021-09-05,16
220.0,256.0,110.0,2320.0,1856.0,0,1,2021-09-05,17
191.0,188.0,95.0,1103.0,882.0,0,1,2021-09-05,18
179.0,199.0,89.0,103.0,82.0,0,1,2021-09-05,19
301.0,164.0,150.0,0.0,0.0,0,1,2021-09-05,20
234.0,153.0,117.0,0.0,0.0,0,1,2021-09-05,21
233.0,163.0,116.0,0.0,0.0,0,1,2021-09-05,22
206.0,166.0,103.0,0.0,0.0,0,1,2021-09-05,23
215.0,190.0,92.0,0.0,0.0,0,0,2021-09-06,0
134.0,160.0,86.0,0.0,0.0,0,0,2021-09-06,1
142.0,166.0,71.0,0.0,0.0,0,0,2021-09-06,2
130.0,142.0,74.0,0.0,0.0,0,0,2021-09-06,3
126.0,132.0,69.0,0.0,0.0,0,0,2021-09-06,4
189.0,175.0,104.0,0.0,0.0,0,0,2021-09-06,5
170.0,177.0,79.0,0.0,0.0,0,0,2021-09-06,6
133.0,139.0,168.0,87.0,69.0,0,0,2021-09-06,7
154.0,270.0,203.0,755.0,604.0,0,0,2021-09-06,8
188.0,335.0,205.0,2194.0,1755.0,0,0,2021-09-06,9
203.0,321.0,187.0,3491.0,2792.0,0,0,2021-09-06,10
251.0,993.0,185.0,4652.0,3721.0,0,0,2021-09-06,11
231.0,1149.0,160.0,5072.0,4057.0,0,0,2021-09-06,12
230.0,1204.0,649.0,5047.0,4037.0,0,0,2021-09-06,13
242.0,369.0,315.0,5047.0,4037.0,0,0,2021-09-06,14
222.0,339.0,187.0,4079.0,3263.0,0,0,2021-09-06,15
221.0,366.0,232.0,4020.0,3216.0,0,0,2021-09-06,16
163.0,274.0,122.0,1661.0,1328.0,0,0,2021-09-06,17
147.0,249.0,201.0,810.0,648.0,0,0,2021-09-06,18
148.0,277.0,119.0,100.0,80.0,0,0,2021-09-06,19
197.0,322.0,176.0,0.0,0.0,0,0,2021-09-06,20
176.0,347.0,140.0,0.0,0.0,0,0,2021-09-06,21
186.0,311.0,147.0,0.0,0.0,0,0,2021-09-06,22
159.0,302.0,120.0,0.0,0.0,0,0,2021-09-06,23
159.0,184.0,137.0,0.0,0.0,0,0,2021-09-07,0
137.0,173.0,101.0,0.0,0.0,0,0,2021-09-07,1
143.0,142.0,73.0,0.0,0.0,0,0,2021-09-07,2
135.0,148.0,76.0,0.0,0.0,0,0,2021-09-07,3
155.0,138.0,72.0,0.0,0.0,0,0,2021-09-07,4
157.0,208.0,91.0,0.0,0.0,0,0,2021-09-07,5
156.0,159.0,79.0,0.0,0.0,0,0,2021-09-07,6
194.0,337.0,67.0,107.0,85.0,0,0,2021-09-07,7
188.0,406.0,101.0,678.0,542.0,0,0,2021-09-07,8
278.0,411.0,131.0,2043.0,1634.0,0,0,2021-09-07,9
202.0,375.0,109.0,3055.0,2444.0,0,0,2021-09-07,10
240.0,370.0,152.0,3972.0,3177.0,0,0,2021-09-07,11
248.0,320.0,123.0,4820.0,3856.0,0,0,2021-09-07,12
246.0,1298.0,127.0,4935.0,3948.0,0,0,2021-09-07,13
233.0,630.0,127.0,4610.0,3688.0,0,0,2021-09-07,14
240.0,375.0,142.0,4067.0,3253.0,0,0,2021-09-07,15
208.0,464.0,106.0,3019.0,2415.0,0,0,2021-09-07,16
180.0,244.0,101.0,1708.0,1366.0,0,0,2021-09-07,17
145.0,403.0,91.0,637.0,509.0,0,0,2021-09-07,18
152.0,239.0,76.0,70.0,56.0,0,0,2021-09-07,19
169.0,352.0,79.0,0.0,0.0,0,0,2021-09-07,20
416.0,281.0,88.0,0.0,0.0,0,0,2021-09-07,21
177.0,295.0,92.0,0.0,0.0,0,0,2021-09-07,22
171.0,240.0,86.0,0.0,0.0,0,0,2021-09-07,23
283.0,128.0,78.0,0.0,0.0,0,0,2021-09-08,0
167.0,121.0,89.0,0.0,0.0,0,0,2021-09-08,1
214.0,170.0,59.0,0.0,0.0,0,0,2021-09-08,2
232.0,172.0,81.0,0.0,0.0,0,0,2021-09-08,3
178.0,154.0,60.0,0.0,0.0,0,0,2021-09-08,4
178.0,158.0,94.0,0.0,0.0,0,0,2021-09-08,5
164.0,225.0,123.0,0.0,0.0,0,0,2021-09-08,6
141.0,323.0,200.0,98.0,78.0,0,0,2021-09-08,7
241.0,472.0,157.0,742.0,593.0,0,0,2021-09-08,8
198.0,381.0,167.0,2154.0,1723.0,0,0,2021-09-08,9
286.0,340.0,197.0,3435.0,2748.0,0,0,2021-09-08,10
247.0,247.0,186.0,4623.0,3698.0,0,0,2021-09-08,11
250.0,348.0,274.0,5074.0,4059.0,0,0,2021-09-08,12
979.0,728.0,332.0,5330.0,4264.0,0,0,2021-09-08,13
824.0,422.0,144.0,5275.0,4220.0,0,0,2021-09-08,14
268.0,350.0,278.0,4832.0,3865.0,0,0,2021-09-08,15
251.0,161.0,153.0,3986.0,3188.0,0,0,2021-09-08,16
809.0,235.0,152.0,2607.0,2085.0,0,0,2021-09-08,17
251.0,227.0,123.0,1053.0,842.0,0,0,2021-09-08,18
155.0,292.0,111.0,90.0,72.0,0,0,2021-09-08,19
353.0,261.0,132.0,0.0,0.0,0,0,2021-09-08,20
199.0,416.0,161.0,0.0,0.0,0,0,2021-09-08,21
203.0,329.0,252.0,0.0,0.0,0,0,2021-09-08,22
190.0,296.0,74.0,0.0,0.0,0,0,2021-09-08,23
274.0,274.0,76.0,0.0,0.0,0,0,2021-09-09,0
203.0,203.0,70.0,0.0,0.0,0,0,2021-09-09,1
146.0,146.0,71.0,0.0,0.0,0,0,2021-09-09,2
152.0,152.0,91.0,0.0,0.0,0,0,2021-09-09,3
145.0,145.0,69.0,0.0,0.0,0,0,2021-09-09,4
183.0,183.0,77.0,0.0,0.0,0,0,2021-09-09,5
159.0,159.0,147.0,0.0,0.0,0,0,2021-09-09,6
134.0,134.0,144.0,89.0,71.0,0,0,2021-09-09,7
202.0,202.0,130.0,827.0,661.0,0,0,2021-09-09,8
262.0,262.0,168.0,2055.0,1644.0,0,0,2021-09-09,9
218.0,218.0,165.0,2414.0,1931.0,0,0,2021-09-09,10
305.0,305.0,458.0,4267.0,3413.0,0,0,2021-09-09,11
247.0,247.0,425.0,3878.0,3102.0,0,0,2021-09-09,12
255.0,255.0,359.0,4479.0,3583.0,0,0,2021-09-09,13
255.0,255.0,163.0,3484.0,2787.0,0,0,2021-09-09,14
285.0,285.0,141.0,3744.0,2995.0,0,0,2021-09-09,15
213.0,213.0,213.0,3850.0,3080.0,0,0,2021-09-09,16
203.0,203.0,246.0,1704.0,1363.0,0,0,2021-09-09,17
182.0,182.0,123.0,491.0,392.0,0,0,2021-09-09,18
152.0,152.0,95.0,54.0,43.0,0,0,2021-09-09,19
159.0,159.0,158.0,0.0,0.0,0,0,2021-09-09,20
176.0,176.0,191.0,0.0,0.0,0,0,2021-09-09,21
185.0,185.0,187.0,0.0,0.0,0,0,2021-09-09,22
172.0,172.0,177.0,0.0,0.0,0,0,2021-09-09,23
197.0,168.0,70.0,0.0,0.0,0,0,2021-09-10,0
168.0,151.0,73.0,0.0,0.0,0,0,2021-09-10,1
169.0,147.0,73.0,0.0,0.0,0,0,2021-09-10,2
142.0,148.0,76.0,0.0,0.0,0,0,2021-09-10,3
135.0,128.0,66.0,0.0,0.0,0,0,2021-09-10,4
176.0,190.0,87.0,0.0,0.0,0,0,2021-09-10,5
160.0,240.0,80.0,0.0,0.0,0,0,2021-09-10,6
252.0,388.0,68.0,129.0,103.0,0,0,2021-09-10,7
202.0,311.0,94.0,624.0,499.0,0,0,2021-09-10,8
272.0,382.0,93.0,2054.0,1643.0,0,0,2021-09-10,9
